Date,Open,High,Low,Close,Adj Close,Volume
20-04-2009,45.7295,49.4496,45.719601,48.6581,36.218712,32963949
21-04-2009,47.174,48.2425,45.195202,46.164799,34.362816,32636671
22-04-2009,46.2836,47.639,45.224899,46.036201,34.267101,20865023
23-04-2009,46.501202,49.093399,45.759201,48.5592,36.145092,24990893
24-04-2009,48.509701,50.557701,46.214298,50.171902,37.345509,39928781
27-04-2009,51.052399,51.418499,47.886398,49.281399,36.682663,29366123
28-04-2009,49.073601,49.627701,45.412899,46.0065,34.244987,19212117
29-04-2009,46.511101,48.667999,43.9585,48.2425,35.909359,37376749
30-04-2009,48.2425,48.2425,48.2425,48.2425,35.909359,0
04-05-2009,49.508999,51.646,48.915298,51.1217,38.052498,24954032
05-05-2009,51.9231,54.940701,50.280701,53.694099,39.96727,35317404
06-05-2009,54.020599,54.693401,51.843899,52.407902,39.009876,20888816
07-05-2009,52.4375,55.108898,52.4375,53.812801,40.055618,25345506
08-05-2009,53.812801,54.376801,51.665798,53.169701,39.576923,17586471
11-05-2009,53.822701,54.020599,49.884899,50.913898,37.89782,15047497
12-05-2009,50.458801,53.308201,48.776798,52.872898,39.356003,23166659
13-05-2009,53.1796,53.822701,51.5075,52.981701,39.436989,14244439
14-05-2009,51.398701,51.9231,50.082802,51.418499,38.273415,11427192
15-05-2009,51.834,54.416302,51.6856,52.487,39.068756,16619838
18-05-2009,56.3951,62.331402,56.3951,59.620499,44.378586,62417
19-05-2009,63.320801,63.320801,53.6446,60.491199,45.026695,32316655
20-05-2009,60.223999,74.085403,59.590801,71.878998,53.503212,59640303
21-05-2009,70.246498,74.184303,68.920799,70.7313,52.648914,43724411
22-05-2009,70.335602,72.779404,66.902397,68.416199,50.925671,24219097
25-05-2009,68.861397,69.8508,67.040901,68.406303,50.918308,15492615
26-05-2009,68.465599,69.168098,63.716599,64.428902,47.957726,15125843
27-05-2009,65.299599,68.762497,65.299599,68.040199,50.645798,16074864
28-05-2009,68.069901,69.1978,64.903801,65.863503,49.025574,29236210
29-05-2009,67.159698,69.652901,65.299599,66.655098,49.614796,42734541
01-06-2009,68.980103,68.980103,65.962502,66.645203,49.60743,19568823
02-06-2009,68.762497,70.424599,66.4869,69.1483,51.470612,25041591
03-06-2009,70.503799,74.936203,70.444397,71.691002,53.36327,36014901
04-06-2009,69.8013,74.006203,69.8013,73.026703,54.357506,17939093
05-06-2009,73.214699,79.883202,72.818901,77.013901,57.325378,38912198
08-06-2009,78.122101,79.724899,71.542603,72.254997,53.783085,25536306
09-06-2009,71.958199,73.551102,69.455002,72.838699,54.217571,22422633
10-06-2009,74.204102,75.767303,70.246498,71.493202,53.216045,18384095
11-06-2009,71.681198,75.193497,69.771599,73.046501,54.37225,23901664
12-06-2009,73.808296,74.164497,69.910103,70.691803,52.619518,18663884
15-06-2009,69.652901,70.177299,66.427498,67.812599,50.476387,14540294
16-06-2009,66.289001,70.0289,65.517303,69.247299,51.544312,13995144
17-06-2009,69.257103,69.831001,62.895401,64.092499,47.707325,16960493
18-06-2009,63.5187,66.4869,63.122898,65.200699,48.532211,20661893
19-06-2009,66.625397,68.841599,65.913002,68.376602,50.896202,13720656
22-06-2009,69.8508,69.8508,65.537003,66.002098,49.128731,11337415
23-06-2009,63.637402,68.663498,63.637402,67.753304,50.432247,20868601
24-06-2009,68.475502,71.235901,67.713699,70.691803,52.619518,24035489
25-06-2009,71.493202,72.185699,66.289001,66.744102,49.681049,39625725
26-06-2009,67.476196,68.149002,65.022598,67.327797,50.11552,15339940
29-06-2009,67.080498,67.278397,61.7477,62.1138,46.234478,39223815
30-06-2009,62.331402,62.885502,56.968899,57.532902,42.82468,51356853
01-07-2009,57.8396,60.233898,57.384499,59.293999,44.135555,25494679
02-07-2009,60.1548,60.352699,56.612801,58.2453,43.354954,22332036
03-07-2009,58.373901,60.1152,56.988701,59.521599,44.304966,20092571
06-07-2009,60.1548,60.886902,55.188,55.979599,41.668476,19515568
07-07-2009,56.197201,56.790901,53.624802,55.484901,41.300251,23384733
08-07-2009,55.009998,57.889099,53.426899,55.662998,41.432816,28135999
09-07-2009,55.336498,56.197201,52.5266,53.9216,40.136604,21793405
10-07-2009,54.6241,56.543499,52.635399,53.535801,39.849438,21867325
13-07-2009,53.209301,53.387402,50.280701,51.9725,38.685783,13198899
14-07-2009,53.387402,54.594398,52.833302,53.882099,40.107201,16576366
15-07-2009,54.416302,57.5527,53.9216,57.097599,42.50066,15960597
16-07-2009,58.373901,61.025398,57.9781,58.7103,43.701073,26004772
17-07-2009,59.3633,62.925098,59.343498,62.4897,46.514278,22156478
20-07-2009,63.320801,65.299599,61.173901,64.893997,48.303921,19336654
21-07-2009,65.319397,66.566002,62.885502,64.7258,48.178722,23465030
22-07-2009,65.398499,67.298203,63.320801,64.320099,47.87674,18077345
23-07-2009,66.071297,67.773102,65.299599,67.347603,50.130264,16448752
24-07-2009,67.773102,74.718597,67.347603,73.778603,54.917183,42526600
27-07-2009,73.907303,76.776497,70.563103,74.026001,55.101341,37495367
28-07-2009,76.578598,84.058403,75.985001,81.990601,61.029789,78418582
29-07-2009,80.536201,80.9319,75.282501,77.815399,57.921978,42570339
30-07-2009,77.132698,79.744698,76.242203,78.250702,58.245987,24731535
31-07-2009,80.140404,84.098,79.220299,83.415298,62.090271,48059147
03-08-2009,83.702202,85.878899,82.416,85.324799,68.434013,31129431
04-08-2009,73.650002,92.883698,73.650002,87.679604,70.32267,79319993
05-08-2009,87.264,90.3806,86.472504,88.985497,71.370056,45982353
06-08-2009,88.451302,89.618797,82.139,82.792,66.402603,34493840
07-08-2009,97.434898,97.434898,79.151001,82.059799,65.815353,47163391
10-08-2009,83.306396,84.078201,77.993401,79.912804,64.093369,40260749
11-08-2009,80.209702,86.353798,77.805496,85.186302,68.322945,57247425
12-08-2009,81.436501,89.183403,81.436501,88.698601,71.139954,52092762
13-08-2009,89.361504,93.912697,88.253403,93.606003,75.075882,48681112
14-08-2009,94.209503,94.209503,91.102798,92.507797,74.195076,41238581
17-08-2009,88.283096,91.221603,85.502899,86.205399,69.140289,25516127
18-08-2009,86.650597,88.362198,83.573601,87.075996,69.838547,37892305
19-08-2009,87.461899,87.461899,84.127602,85.028,68.195976,23867961
20-08-2009,86.235001,87.066101,84.216698,84.869698,68.069008,20230201
21-08-2009,83.702202,86.432899,82.623802,85.651299,68.695877,23765398
24-08-2009,87.066101,91.3601,86.729698,90.796097,72.822227,24921587
25-08-2009,89.638496,97.583298,89.272499,97.029297,77.82151,45981044
26-08-2009,96.959999,100.067001,95.426498,98.879402,79.305367,37472783
27-08-2009,97.632797,98.147301,95.614403,96.188301,77.146996,25007838
28-08-2009,96.306999,97.919701,94.268898,97.049004,77.837311,24884342
31-08-2009,95.386902,97.949402,94.1007,96.900597,77.718292,27353793
01-09-2009,97.237,103.470001,94.348,102.105003,81.892433,60261465
02-09-2009,98.938797,104.163002,97.474503,102.926003,82.550911,40391896
03-09-2009,103.489998,104.963997,100.283997,100.976997,80.987732,24999767
04-09-2009,101.135002,102.223999,98.256104,100.581001,80.67012,30387993
07-09-2009,100.976997,114.106003,100.778999,111.999001,89.827827,53450450
08-09-2009,113.374001,113.779999,108.169998,111.948997,89.787727,51927807
09-09-2009,110.810997,111.602997,108.446999,110.227997,88.407417,23239016
10-09-2009,110.802002,114.314003,110.296997,111.335999,89.296082,30166416
11-09-2009,110.820999,112.393997,106.685997,108.891998,87.335884,21292247
14-09-2009,104.568001,112.156998,104.568001,111.662003,89.557549,25785197
15-09-2009,111.602997,113.582001,111.276001,112.601997,90.311462,17218723
16-09-2009,113.779999,120.507004,112.809998,119.666,95.977074,45000397
17-09-2009,119.716003,122.635002,118.262001,119.863998,96.135887,31315278
18-09-2009,118.924004,120.042,116.956001,118.707001,95.207932,20979624
22-09-2009,118.617996,122.862,116.956001,121.665001,97.580353,24998630
23-09-2009,121.873001,122.644997,119.755997,120.300003,96.48558,15119930
24-09-2009,118.726997,120.834,117.638,119.528,95.866394,22624707
25-09-2009,118.726997,119.517998,116.767998,117.43,94.183716,14885058
29-09-2009,117.757004,120.112,116.649002,117.182999,93.985611,8382006
30-09-2009,117.737,118.222,115.382004,116.974998,93.818794,15671953
01-10-2009,117.697998,117.925003,114.184998,114.749001,92.03344,11626189
05-10-2009,97.949402,113.859001,97.949402,111.494003,89.422806,10548098
06-10-2009,112.177002,112.750999,105.647003,110.416,88.558205,26216732
07-10-2009,111.404999,113.582001,109.723,110.474998,88.605515,12916472
08-10-2009,110.831001,118.726997,110.831001,116.598999,93.51722,28045292
09-10-2009,117.757004,118.518997,107.052002,107.972,86.598007,36527713
12-10-2009,108.515999,109.970001,106.655998,108.496002,87.01828,18437391
13-10-2009,108.238998,108.238998,108.238998,108.238998,86.812149,0
14-10-2009,109.624001,114.917,109.624001,113.730003,91.216156,32280491
15-10-2009,116.974998,116.974998,111.820999,113.432999,90.977951,21373343
16-10-2009,113.136002,115.184998,109.624001,114.629997,91.937996,15351109
20-10-2009,112.830002,117.143997,110.019997,114.738998,92.025421,20056018
21-10-2009,114.146004,114.669998,108.833,109.792,88.057716,14679244
22-10-2009,109.584999,109.781998,106.023003,107.151001,85.939537,18224739
23-10-2009,108.833,109.376999,103.995003,104.737,84.003403,25677160
26-10-2009,105.656998,109.574997,102.599998,106.735001,85.605888,42256645
27-10-2009,105.864998,111.563004,105.864998,108.505997,87.026291,60224190
28-10-2009,108.635002,113.077003,107.348999,111.217003,89.20063,46468881
29-10-2009,109.821999,111.602997,105.568001,109.872002,88.121887,51665503
30-10-2009,111.543999,113.760002,109.248001,112.246002,90.02594,32857131
03-11-2009,111.503998,114.709999,108.475998,109.297997,87.661514,25183330
04-11-2009,111.602997,113.582001,107.684998,112.830002,90.494331,25252858
05-11-2009,112.790001,114.531998,110.098999,113.838997,91.303589,20257410
06-11-2009,115.758003,116.5,111.849998,112.779999,90.454224,25210908
09-11-2009,113.561996,115.362999,111.761002,114.907997,92.160973,16221101
10-11-2009,115.560997,120.052002,114.629997,117.459999,94.207787,33012464
11-11-2009,117.934998,124.663002,117.934998,123.000999,98.651886,33805131
12-11-2009,122.694,125.948997,121.398003,122.515999,98.262901,29998570
13-11-2009,122.486,123.970001,121.367996,122.674004,98.389618,14861316
16-11-2009,123.080002,126.641998,122.882004,125.623001,100.754852,14593185
17-11-2009,125.652,127.037003,121.902,123.980003,99.437088,21369810
