Date,Open,High,Low,Close,Adj Close,Volume
20-04-2009,251.522003,255.953003,243.996002,250.235992,194.682083,12415382
21-04-2009,240.089996,246.710999,230.753006,232.658005,181.0065,16886862
22-04-2009,226.847,245.567993,226.037003,229.514008,178.560516,11996152
23-04-2009,232.468002,253.761002,227.371002,250.427002,194.830719,17448771
24-04-2009,251.712997,259.144012,244.520004,248.807007,193.570343,16051886
27-04-2009,246.759003,255.809998,239.184998,241.757004,188.08551,14256538
28-04-2009,243.138,245.233994,221.035004,223.274002,173.705841,12518496
29-04-2009,225.798996,232.087006,218.653,226.847,176.485626,17695907
30-04-2009,238.5,238.5,238.5,238.5,185.551575,0
04-05-2009,233.419998,251.856003,232.468002,250.759995,195.089767,13224858
05-05-2009,254.285004,275.197998,251.998993,272.626007,212.101425,17595622
06-05-2009,273.434998,275.816986,255.524002,257.906006,200.649307,14585669
07-05-2009,262.002991,283.915985,259.144012,280.437988,218.179077,21812075
08-05-2009,285.535004,288.536011,266.908997,269.053009,209.321609,19130979
11-05-2009,271.720001,275.149994,254.570999,257.858002,200.611984,17830077
12-05-2009,254.475998,264.337006,245.901001,262.527008,204.244415,15671265
13-05-2009,264.384003,264.670013,249.903,251.856003,195.942459,15997543
14-05-2009,245.806,256.048004,239.518005,251.951004,196.016373,15057507
15-05-2009,254.380997,262.384003,253.617996,259.144012,201.612473,10601051
18-05-2009,304.876007,309.639008,286.773987,303.208008,235.893982,69328
19-05-2009,314.403015,334.411011,285.821014,313.927002,244.233261,23850143
20-05-2009,309.639008,361.087006,309.639008,353.941986,275.364746,26128117
21-05-2009,348.701996,369.233002,340.317993,348.368011,271.028229,18995695
22-05-2009,343.937988,356.322998,335.506012,346.463013,269.546112,12888344
25-05-2009,346.320007,358.895996,344.414001,351.321991,273.326385,8411828
26-05-2009,358.990997,359.848999,340.269989,344.747986,268.211884,8846325
27-05-2009,355.322998,360.897003,348.891998,355.846985,276.846832,9086718
28-05-2009,360.897003,371.471985,351.131012,366.613007,285.222687,14921166
29-05-2009,371.471985,393.194,366.803986,386.191986,300.455017,12739147
01-06-2009,400.148987,425.683014,390.812988,418.536987,325.619202,13007315
02-06-2009,423.872986,460.93399,415.393005,452.074005,351.710846,18486362
03-06-2009,475.225006,475.225006,455.742004,465.031006,361.79129,16058209
04-06-2009,463.983002,463.983002,440.830994,448.404999,348.856384,11805563
05-06-2009,452.549988,458.743011,438.497009,441.975006,343.853943,10780283
08-06-2009,445.881012,447.786011,389.859985,396.766998,308.682312,14620257
09-06-2009,379.188995,427.39801,379.188995,417.489014,324.803925,13187551
10-06-2009,428.493011,441.832001,413.345001,418.536987,325.619202,11883899
11-06-2009,423.967987,437.115997,416.821991,431.113007,335.403351,10011700
12-06-2009,437.544006,449.691986,430.875,436.11499,339.29483,14894069
15-06-2009,429.636993,433.494995,409.772003,413.296997,321.542572,8463128
16-06-2009,403.959991,434.256989,390.765015,429.39801,334.069092,13992023
17-06-2009,426.493011,430.541992,391.717987,397.290985,309.089996,13055123
18-06-2009,395.385986,400.529999,361.372986,369.947998,287.817322,16888023
19-06-2009,374.425995,395.338013,373.615997,393.052002,305.792084,15053025
22-06-2009,400.148987,401.959991,381.428009,383.714996,298.527954,11230145
23-06-2009,371.566986,385.858002,365.375,381.476013,296.786072,13066103
24-06-2009,383.761993,390.049988,373.615997,387.764008,301.67804,9311682
25-06-2009,389.669006,394.433014,374.949005,380.951996,296.378387,14278828
26-06-2009,381.095001,383.953003,362.088013,370.186005,288.002502,18292173
29-06-2009,373.472992,385.286987,364.421997,378.950989,294.821564,9563003
30-06-2009,381.095001,392.432007,368.471008,372.187012,289.559235,13583731
01-07-2009,373.472992,379.570007,363.040009,377.235992,293.487366,9188341
02-07-2009,385.858002,408.437988,378.665009,400.529999,311.609955,17984155
03-07-2009,385.858002,422.062012,382.046997,417.251007,324.618805,19043044
06-07-2009,411.582001,416.108002,372.519989,377.808014,305.653015,13586282
07-07-2009,381.333008,385.858002,366.803986,377.76001,305.614166,11294580
08-07-2009,370.709991,374.377991,342.984985,345.367004,279.407684,13460947
09-07-2009,344.795013,352.513,335.839996,346.843994,280.602631,11650012
10-07-2009,352.321991,358.562012,327.550995,336.221008,272.008453,10286069
13-07-2009,328.217987,329.647003,314.497986,322.977997,261.294617,9536136
14-07-2009,329.647003,342.984985,328.027008,340.889008,275.784882,7522269
15-07-2009,347.27301,365.278992,344.890991,362.897003,293.589783,8694558
16-07-2009,380.998993,384.714996,361.087006,366.040985,296.13327,17878949
17-07-2009,380.141998,380.141998,367.279999,373.806,302.415283,8210323
20-07-2009,379.855988,382.095001,368.709015,372.710999,301.529449,10163563
21-07-2009,368.709015,395.290009,358.944,392.670013,317.676605,27729477
22-07-2009,393.480011,404.341003,375.855011,380.475006,307.810638,20623564
23-07-2009,383.953003,399.006012,383.953003,396.100006,320.451538,12661221
24-07-2009,400.148987,423.967987,399.291992,421.585999,341.070129,15543615
27-07-2009,424.730011,439.069,421.299988,437.115997,353.634155,12703364
28-07-2009,440.640991,452.359009,427.445007,448.929993,363.191864,15268292
29-07-2009,445.213989,448.644012,406.056,421.442993,340.954437,22912193
30-07-2009,414.440002,435.401001,401.483002,430.779999,348.50824,20370731
31-07-2009,442.975006,448.548004,433.82901,440.497986,356.37027,13388961
03-08-2009,443.165009,463.983002,443.02301,462.268005,373.982544,11615259
04-08-2009,464.744995,468.746002,446.833008,452.882996,366.389893,13434089
05-08-2009,454.454987,458.743011,440.878998,450.929993,364.809906,11530160
06-08-2009,445.690002,455.789001,428.255005,432.924011,350.242798,14016660
07-08-2009,425.778015,441.592987,424.062988,434.924011,351.860809,17880913
10-08-2009,443.975006,447.404999,425.872986,434.496002,351.514557,12403017
11-08-2009,434.447998,444.928009,428.350006,441.212006,356.947876,10033802
12-08-2009,434.924011,439.212006,412.535004,422.729004,341.994843,15961862
13-08-2009,428.730988,449.691986,428.540985,448.023987,362.458893,10986031
14-08-2009,450.644012,459.838013,444.498993,447.739014,362.228333,12499499
17-08-2009,429.68399,441.783997,415.488007,417.251007,337.563049,9863140
18-08-2009,418.251007,435.686005,409.820007,430.351013,348.161163,12355143
19-08-2009,430.636993,434.447998,409.677002,413.25,334.326202,10739147
20-08-2009,414.440002,428.160004,414.440002,421.157013,340.723083,6277435
21-08-2009,421.109985,426.540009,413.583008,423.920013,342.958374,7431912
24-08-2009,430.636993,438.259003,430.636993,436.496002,353.132599,6297219
25-08-2009,430.636993,443.403992,428.970001,436.209991,352.901154,8125852
26-08-2009,439.592987,444.833008,436.352997,438.449005,354.712585,7009918
27-08-2009,435.401001,436.352997,404.912994,415.106995,335.828461,17862955
28-08-2009,412.535004,423.015015,402.054993,417.917999,338.102631,16618593
31-08-2009,409.677002,417.203003,398.863007,404.199005,327.003815,14667738
01-09-2009,408.723999,413.488007,393.528015,397.385986,321.491913,11084401
02-09-2009,392.527008,401.10199,388.23999,395.480988,319.950745,11116676
03-09-2009,407.200012,407.200012,397.338989,400.769012,324.22879,7775217
04-09-2009,401.864014,411.868011,400.339996,409.915009,331.628113,9038590
07-09-2009,414.25,422.300995,414.011993,421.014008,340.607391,6907482
08-09-2009,427.588013,443.02301,423.300995,434.924011,351.860809,13864129
09-09-2009,433.494995,442.832001,431.779999,438.877991,355.059601,9212088
10-09-2009,445.785004,452.549988,439.450012,447.69101,362.189545,11928833
11-09-2009,455.40799,475.415985,439.735992,446.833008,361.495361,8675315
14-09-2009,443.785004,457.980011,443.450989,456.217987,369.087952,9645253
15-09-2009,455.217987,470.175995,455.217987,469.174988,379.570435,8686684
16-09-2009,476.368011,508.665985,473.080994,505.04599,408.590668,20162782
17-09-2009,512.572021,516.573975,493.613007,496.328003,401.537659,13065526
18-09-2009,490.802002,508.571014,490.658997,493.375,399.148621,11695331
22-09-2009,491.612,501.710999,485.895996,497.709991,402.655701,8816156
23-09-2009,498.281006,505.808014,493.613007,495.994995,401.26825,7904517
24-09-2009,486.039001,492.803009,479.751007,488.420013,395.139954,10252994
25-09-2009,483.98999,490.040009,470.03299,474.79599,384.117889,11706174
29-09-2009,485.895996,485.895996,478.368988,480.22699,388.511627,6674183
30-09-2009,479.22699,490.468994,479.22699,485.372009,392.674103,5849077
01-10-2009,484.419006,490.563995,478.321014,486.65799,393.714478,9087668
05-10-2009,479.368988,483.799988,471.03299,473.51001,383.077515,7350205
06-10-2009,483.752014,489.230011,469.317993,486.277008,393.40625,8632495
07-10-2009,492.612,501.710999,487.420013,492.470001,398.416473,9033927
08-10-2009,497.32901,512.953003,496.471008,509.665985,412.328278,9654365
09-10-2009,514.192017,519.575012,503.997986,507.380005,410.478912,10441971
12-10-2009,508.476013,523.434021,507.52301,519.812988,420.537354,7693505
13-10-2009,546.299988,546.299988,546.299988,546.299988,441.965851,0
14-10-2009,523.052002,548.48999,523.052002,544.297974,440.346161,9250966
15-10-2009,551.539001,557.731995,543.25,547.48999,442.928528,8609583
16-10-2009,546.585022,547.299988,535.723999,539.867981,436.762268,5571628
20-10-2009,541.487976,553.20697,538.77301,547.966003,443.313721,6285679
21-10-2009,546.776001,548.013977,524.815002,527.005981,426.356659,5379373
22-10-2009,525.911011,529.721985,513.859009,516.763977,418.070679,6620951
23-10-2009,524.958008,527.625977,502.377991,504.617004,408.243561,6403234
26-10-2009,503.997986,527.197021,501.710999,514.335022,416.105652,7204066
27-10-2009,512.572021,512.572021,471.270996,477.131012,386.006989,10853338
